agent_id,agent_name,month,day,tenure_months,call_type,aht_sec,csat_score,qa_audit_score,resolution_status
AGT-001,Arjun Jenkins,March-2026,1,17,Inbound,262.5,5.0,95.3,Resolved
AGT-017,Neha Sharma,July-2026,26,5,Inbound,306.0,,77.4,Pending
AGT-019,Kavya Gupta,May-2026,2,26,Inbound,215.9,4.8,94.5,Pending
AGT-018,Sarah Iyer,February-2026,23,23,Inbound,267.3,4.4,93.5,Resolved
AGT-024,James Reddy,May-2026,5,7,Inbound,299.0,4.6,61.7,Resolved
AGT-019,Kavya Gupta,June-2026,3,27,Inbound,250.0,4.6,100.0,Resolved
AGT-024,James Reddy,February-2026,24,4,Inbound,254.2,3.2,61.6,Unresolved
AGT-012,Kavya Jenkins,February-2026,23,16,Inbound,243.1,3.9,81.9,Resolved
AGT-019,Kavya Gupta,April-2026,14,25,INBOUND,225.6,4.1,100.0,Resolved
AGT-014,Priya Iyer,June-2026,19,22,Inbound,235.6,4.6,89.5,Resolved
AGT-019,Kavya Gupta,June-2026,2,27,INBOUND,288.0,4.4,100.0,Pending
AGT-015,Arjun Nair,April-2026,6,11,Inbound,323.7,3.2,77.3,Resolved
AGT-002,Arjun Sharma,May-2026,7,22,Inbound,295.1,5.0,100.0,Resolved
AGT-020,Rahul Sharma,May-2026,6,12,Inbound,296.0,3.6,86.1,Resolved
AGT-010,James Iyer,July-2026,17,11,Inbound,310.4,4.2,95.6,Unresolved
AGT-019,Kavya Gupta,February-2026,9,23,Inbound,151.8,5.0,80.8,Escalated
AGT-025,Arjun Reddy,July-2026,6,27,Inbound,146.8,5.0,90.6,Resolved
AGT-013,Rahul Wilson,June-2026,12,26,Inbound,191.4,4.4,100.0,Resolved
AGT-007,Rahul Iyer,April-2026,7,26,Inbound,285.0,4.5,94.4,Resolved
AGT-018,Sarah Iyer,March-2026,12,24,Inbound,245.2,4.9,97.0,Resolved
AGT-013,Rahul Wilson,June-2026,7,26,Inbound,236.8,,100.0,Resolved
AGT-002,Arjun Sharma,July-2026,20,24,Inbound,242.7,3.9,84.8,Resolved
AGT-004,Priya Nair,May-2026,8,7,Inbound,278.1,2.5,84.9,Resolved
AGT-025,Arjun Reddy,May-2026,19,25,Inbound,309.5,4.6,92.8,Resolved
AGT-006,Arjun Nair,March-2026,5,19,Inbound,280.9,5.0,94.5,Escalated
AGT-009,Arjun Sharma,May-2026,23,5,Inbound,316.7,4.2,79.0,Resolved
AGT-022,Michael Iyer,June-2026,5,23,Inbound,299.6,5.0,85.8,Escalated
AGT-007,Rahul Iyer,April-2026,2,26,Inbound,281.4,,90.5,Resolved
AGT-003,Sarah Reddy,June-2026,26,26,INBOUND,257.3,5.0,100.0,Resolved
AGT-020,Rahul Sharma,February-2026,2,9,Inbound,299.0,5.0,85.4,Resolved
AGT-002,Arjun Sharma,February-2026,1,19,Inbound,259.6,4.0,100.0,Resolved
AGT-012,Kavya Jenkins,May-2026,14,19,Inbound,238.2,4.1,98.3,Resolved
AGT-004,Priya Nair,April-2026,25,6,Inbound,206.7,,74.4,Resolved
AGT-007,Rahul Iyer,March-2026,2,25,Inbound,210.0,5.0,87.0,Resolved
AGT-012,Kavya Jenkins,July-2026,9,21,Inbound,261.9,4.0,88.9,Resolved
AGT-015,Arjun Nair,April-2026,14,11,Inbound,328.8,3.7,87.7,Resolved
AGT-001,Arjun Jenkins,March-2026,9,17,Inbound,272.4,5.0,91.5,Resolved
AGT-024,James Reddy,July-2026,18,9,Inbound,253.6,4.1,84.4,Unresolved
AGT-009,Arjun Sharma,April-2026,21,4,Inbound,326.1,2.2,81.3,Resolved
AGT-011,David Chang,July-2026,7,14,Inbound,312.0,4.0,88.0,Resolved
AGT-025,Arjun Reddy,March-2026,22,23,INBOUND,309.0,5.0,89.4,Resolved
AGT-010,James Iyer,July-2026,24,11,Inbound,295.8,2.8,77.8,Resolved
AGT-016,Ananya Verma,February-2026,2,17,Inbound,286.8,5.0,99.1,Pending
AGT-024,James Reddy,May-2026,14,7,Inbound,316.8,3.5,69.7,Resolved
AGT-014, Priya Iyer ,April-2026,26,20,Inbound,207.0,5.0,88.8,Resolved
AGT-016,Ananya Verma,April-2026,12,19,Inbound,205.6,5.0,91.6,Resolved
AGT-005,Rahul Chang,June-2026,4,4,Inbound,343.3,2.9,85.9,Resolved
AGT-004,Priya Nair,June-2026,18,8,Inbound,250.3,3.2,75.1,Escalated
AGT-004,Priya Nair,April-2026,23,6,Inbound,321.9,4.0,,Resolved
AGT-012,Kavya Jenkins,April-2026,11,18,Inbound,224.1,4.3,100.0,Resolved
AGT-019,Kavya Gupta,April-2026,21,25,Inbound,263.2,4.8,97.8,Resolved
AGT-020,Rahul Sharma,June-2026,8,13,Inbound,267.8,5.0,87.7,Resolved
AGT-022,Michael Iyer,February-2026,16,19,Inbound,,5.0,100.0,Unresolved
AGT-003,Sarah Reddy,April-2026,18,24,Inbound,197.2,4.9,89.6,Resolved
AGT-012,Kavya Jenkins,July-2026,4,21,INBOUND,267.5,4.0,,Unresolved
AGT-018,Sarah Iyer,April-2026,15,25,Inbound,299.9,4.9,100.0,Resolved
AGT-015,Arjun Nair,April-2026,3,11,Inbound,330.4,4.1,87.7,Resolved
AGT-001,Arjun Jenkins,April-2026,20,18,Inbound,166.8,4.9,99.3,Resolved
AGT-020,Rahul Sharma,February-2026,16,9,INBOUND,289.3,3.7,84.9,Resolved
AGT-009,Arjun Sharma,April-2026,2,4,Inbound,285.1,3.0,74.6,Resolved
AGT-013,Rahul Wilson,July-2026,18,27,Inbound,217.7,5.0,,Resolved
AGT-020,Rahul Sharma,June-2026,4,13,Inbound,229.6,4.6,95.8,Resolved
AGT-011, David Chang ,February-2026,22,9,Inbound,247.3,4.8,81.3,Escalated
AGT-022,Michael Iyer,April-2026,6,21,Inbound,325.6,5.0,100.0,Escalated
AGT-016,Ananya Verma,April-2026,11,19,Inbound,324.3,5.0,92.1,Resolved
AGT-024,James Reddy,March-2026,11,5,Inbound,297.1,4.1,,Unresolved
AGT-015,Arjun Nair,July-2026,26,14,Inbound,285.3,4.6,77.4,Resolved
AGT-009,Arjun Sharma,May-2026,4,5,Inbound,216.3,4.3,83.1,Resolved
AGT-010,James Iyer,February-2026,9,6,Inbound,241.8,3.1,75.0,Escalated
AGT-018,Sarah Iyer,May-2026,20,26,Inbound,297.7,5.0,88.3,Resolved
AGT-021,Ananya Gupta,February-2026,5,9,Inbound,262.2,2.6,77.1,Resolved
AGT-016,Ananya Verma,June-2026,6,21,Inbound,268.7,4.4,93.4,Resolved
AGT-011,David Chang,March-2026,8,10,Inbound,315.9,3.4,75.5,Resolved
AGT-021,Ananya Gupta,July-2026,11,14,Inbound,250.7,5.0,87.6,Resolved
AGT-013,Rahul Wilson,March-2026,18,23,Inbound,254.7,5.0,76.9,Resolved
AGT-024,James Reddy,February-2026,15,4,Inbound,278.0,2.6,70.5,Pending
AGT-017,Neha Sharma,May-2026,26,3,Inbound,404.6,2.8,68.5,Unresolved
AGT-011,David Chang,June-2026,15,13,Inbound,272.2,5.0,85.8,Resolved
AGT-016,Ananya Verma,July-2026,26,22,Inbound,208.7,5.0,95.5,Resolved
AGT-024, James Reddy ,May-2026,26,7,Inbound,288.5,3.1,86.7,Pending
AGT-008,Kavya Gupta,April-2026,25,10,Inbound,227.2,4.6,79.6,Resolved
AGT-020,Rahul Sharma,April-2026,21,11,Inbound,267.5,3.3,79.3,Resolved
AGT-017,Neha Sharma,March-2026,17,1,Inbound,295.1,3.9,72.7,Escalated
AGT-025,Arjun Reddy,May-2026,26,25,INBOUND,209.9,5.0,85.0,Resolved
AGT-020,Rahul Sharma,February-2026,13,9,Inbound,278.2,3.3,91.5,Resolved
AGT-022,Michael Iyer,February-2026,26,19,Inbound,287.4,4.6,84.0,Resolved
AGT-005,Rahul Chang,July-2026,18,5,Inbound,355.8,2.8,86.2,Unresolved
AGT-025,Arjun Reddy,March-2026,20,23,Inbound,208.1,5.0,97.4,Resolved
AGT-017,Neha Sharma,February-2026,19,0,Inbound,330.5,3.2,81.3,Pending
AGT-012,Kavya Jenkins,May-2026,6,19,Inbound,291.9,4.0,100.0,Resolved
AGT-005,Rahul Chang,March-2026,4,1,Inbound,367.7,2.6,72.6,Escalated
AGT-016,Ananya Verma,March-2026,15,18,Inbound,250.4,5.0,94.0,Resolved
AGT-024,James Reddy,March-2026,7,5,Inbound,302.2,4.4,75.7,Escalated
AGT-017,Neha Sharma,April-2026,8,2,Inbound,284.2,3.6,56.4,Escalated
AGT-019,Kavya Gupta,February-2026,24,23,Inbound,316.3,4.3,85.4,Resolved
AGT-010,James Iyer,April-2026,8,8,Inbound,291.5,4.0,66.4,Resolved
AGT-005,Rahul Chang,May-2026,7,3,Inbound,368.4,3.6,60.0,Resolved
AGT-013,Rahul Wilson,June-2026,20,26,Inbound,286.5,3.6,95.3,Resolved
AGT-017,Neha Sharma,April-2026,25,2,Inbound,298.2,4.0,64.1,Unresolved
AGT-014,Priya Iyer,July-2026,18,23,Inbound,292.8,3.6,93.4,Unresolved
AGT-017,Neha Sharma,April-2026,19,2,Inbound,308.0,2.6,91.9,Resolved
AGT-012,Kavya Jenkins,April-2026,12,18,Inbound,302.7,4.0,87.8,Escalated
AGT-014,Priya Iyer,March-2026,23,19,Inbound,249.8,5.0,100.0,Resolved
AGT-013,Rahul Wilson,June-2026,11,26,Inbound,319.1,4.4,95.6,Resolved
AGT-004,Priya Nair,June-2026,4,8,Inbound,251.7,3.8,67.3,Resolved
AGT-016,Ananya Verma,March-2026,21,18,Inbound,264.3,,91.2,Resolved
AGT-024,James Reddy,May-2026,10,7,Inbound,246.0,4.5,74.6,Unresolved
AGT-021,Ananya Gupta,July-2026,16,14,INBOUND,249.4,3.8,80.2,Resolved
AGT-006,Arjun Nair,April-2026,20,20,Inbound,282.5,4.4,95.8,Resolved
AGT-007,Rahul Iyer,July-2026,14,29,Inbound,235.9,4.3,100.0,Resolved
AGT-025,Arjun Reddy,May-2026,17,25,Inbound,226.8,4.6,83.0,Resolved
AGT-003,Sarah Reddy,June-2026,23,26,Inbound,308.8,5.0,98.9,Resolved
AGT-005,Rahul Chang,July-2026,24,5,INBOUND,,3.8,73.5,Escalated
AGT-021,Ananya Gupta,May-2026,16,12,Inbound,290.3,5.0,90.3,Pending
AGT-005,Rahul Chang,March-2026,20,1,Inbound,320.2,3.9,67.2,Resolved
AGT-004,Priya Nair,March-2026,20,5,Inbound,325.0,3.2,70.2,Resolved
AGT-012,Kavya Jenkins,March-2026,24,17,Inbound,304.5,4.4,98.6,Resolved
AGT-005,Rahul Chang,May-2026,26,3,Inbound,295.2,2.6,79.1,Unresolved
AGT-007,Rahul Iyer,June-2026,15,28,Inbound,223.7,4.9,88.4,Resolved
AGT-019,Kavya Gupta,March-2026,1,24,Inbound,233.9,3.5,100.0,Resolved
AGT-019,Kavya Gupta,February-2026,2,23,Inbound,204.3,4.9,100.0,Resolved
AGT-013,Rahul Wilson,June-2026,2,26,Inbound,214.4,5.0,97.4,Resolved
AGT-025,Arjun Reddy,March-2026,8,23,Inbound,234.8,4.2,100.0,Resolved
AGT-017,Neha Sharma,February-2026,13,0,Inbound,357.8,,62.2,Unresolved
AGT-003,Sarah Reddy,May-2026,13,25,Inbound,267.9,4.1,92.6,Resolved
AGT-016,Ananya Verma,June-2026,20,21,Inbound,208.9,4.8,90.1,Resolved
AGT-011,David Chang,June-2026,24,13,Inbound,299.0,3.4,90.2,Resolved
AGT-009,Arjun Sharma,March-2026,3,3,Inbound,288.2,3.6,82.5,Resolved
AGT-011,David Chang,April-2026,26,11,Inbound,234.2,4.0,85.8,Resolved
AGT-004,Priya Nair,July-2026,3,9,Inbound,345.6,3.8,76.1,Resolved
AGT-008, Kavya Gupta ,May-2026,6,11,Inbound,282.5,4.1,79.2,Unresolved
AGT-017,Neha Sharma,July-2026,23,5,Inbound,327.8,2.6,79.5,Resolved
AGT-006,Arjun Nair,April-2026,4,20,Inbound,220.7,4.4,94.4,Resolved
AGT-002,Arjun Sharma,July-2026,26,24,Inbound,270.2,5.0,84.5,Resolved
AGT-025,Arjun Reddy,June-2026,8,26,Inbound,262.1,4.0,,Pending
AGT-008,Kavya Gupta,March-2026,9,9,Inbound,327.9,3.5,82.6,Resolved
AGT-020,Rahul Sharma,June-2026,3,13,Inbound,300.7,3.8,90.9,Resolved
AGT-007,Rahul Iyer,May-2026,23,27,Inbound,274.6,3.2,100.0,Resolved
AGT-010,James Iyer,April-2026,4,8,Inbound,263.2,4.3,68.5,Resolved
AGT-022,Michael Iyer,February-2026,15,19,Inbound,245.8,5.0,84.1,Resolved
AGT-011,David Chang,February-2026,18,9,Inbound,273.1,4.1,81.7,Pending
AGT-007,Rahul Iyer,May-2026,15,27,INBOUND,239.1,4.4,100.0,Resolved
AGT-006,Arjun Nair,April-2026,16,20,Inbound,284.9,5.0,91.7,Resolved
AGT-004, Priya Nair ,May-2026,4,7,Inbound,309.0,3.5,72.5,Pending
AGT-017,Neha Sharma,February-2026,1,0,Inbound,409.6,2.6,,Pending
AGT-021,Ananya Gupta,June-2026,6,13,Inbound,280.6,4.5,99.9,Resolved
AGT-001,Arjun Jenkins,March-2026,14,17,Inbound,199.3,,100.0,Resolved
AGT-005,Rahul Chang,February-2026,22,0,Inbound,310.1,3.9,56.4,Pending
AGT-006,Arjun Nair,May-2026,8,21,Inbound,228.0,4.5,92.0,Resolved
AGT-003,Sarah Reddy,July-2026,13,27,Inbound,181.7,4.4,,Resolved
AGT-001,Arjun Jenkins,July-2026,21,21,Inbound,263.4,5.0,99.9,Resolved
AGT-024,James Reddy,April-2026,13,6,Inbound,271.1,2.6,61.9,Escalated
AGT-022,Michael Iyer,May-2026,2,22,Inbound,239.2,3.6,91.5,Resolved
AGT-003,Sarah Reddy,May-2026,16,25,Inbound,298.0,4.6,100.0,Resolved
AGT-013,Rahul Wilson,March-2026,22,23,Inbound,245.3,5.0,87.6,Resolved
AGT-011,David Chang,March-2026,6,10,Inbound,284.0,4.0,82.8,Resolved
AGT-011,David Chang,April-2026,23,11,Inbound,266.6,4.2,90.4,Escalated
AGT-017,Neha Sharma,March-2026,11,1,Inbound,301.3,2.8,73.6,Pending
AGT-012,Kavya Jenkins,May-2026,16,19,Inbound,288.3,4.4,100.0,Unresolved
AGT-013,Rahul Wilson,June-2026,24,26,Inbound,275.3,4.7,67.9,Resolved
AGT-002,Arjun Sharma,June-2026,26,23,Inbound,263.5,3.8,97.5,Resolved
AGT-013,Rahul Wilson,June-2026,10,26,Inbound,244.6,2.9,94.9,Escalated
AGT-017, Neha Sharma ,April-2026,5,2,Inbound,331.9,3.3,,Pending
AGT-010,James Iyer,March-2026,3,7,Inbound,278.0,4.5,70.9,Resolved
AGT-002,Arjun Sharma,April-2026,2,21,Inbound,241.5,5.0,90.5,Escalated
AGT-021,Ananya Gupta,March-2026,25,10,Inbound,306.4,4.1,74.7,Unresolved
AGT-017,Neha Sharma,April-2026,8,2,Inbound,284.2,3.6,56.4,Escalated
AGT-014, Priya Iyer ,July-2026,8,23,Inbound,342.2,5.0,86.7,Resolved
AGT-003,Sarah Reddy,July-2026,3,27,Inbound,172.6,5.0,90.2,Resolved
AGT-017,Neha Sharma,May-2026,15,3,Inbound,258.0,4.4,79.0,Resolved
AGT-013,Rahul Wilson,March-2026,17,23,Inbound,227.1,4.9,100.0,Resolved
AGT-002,Arjun Sharma,July-2026,22,24,Inbound,272.7,5.0,90.2,Resolved
AGT-015,Arjun Nair,February-2026,12,9,Inbound,287.4,4.4,77.0,Resolved
AGT-010,James Iyer,March-2026,5,7,Inbound,298.7,3.3,68.9,Resolved
AGT-023,Michael Wilson,May-2026,17,20,Inbound,257.6,5.0,86.6,Pending
AGT-019, Kavya Gupta ,March-2026,18,24,Inbound,229.4,4.7,94.6,Resolved
AGT-020, Rahul Sharma ,May-2026,12,12,Inbound,255.3,4.8,99.6,Pending
AGT-014,Priya Iyer,March-2026,15,19,Inbound,201.0,4.7,96.5,Resolved
AGT-018,Sarah Iyer,June-2026,17,27,Inbound,295.5,4.0,89.5,Resolved
AGT-008,Kavya Gupta,February-2026,21,8,Inbound,305.2,3.9,65.1,Unresolved
AGT-002,Arjun Sharma,June-2026,25,23,Inbound,265.2,3.9,100.0,Resolved
AGT-010,James Iyer,July-2026,14,11,Inbound,231.9,4.2,100.0,Resolved
AGT-008,Kavya Gupta,May-2026,7,11,Inbound,343.4,4.6,75.3,Resolved
AGT-003,Sarah Reddy,February-2026,18,22,Inbound,204.9,4.8,88.8,Resolved
AGT-003,Sarah Reddy,May-2026,6,25,Inbound,236.8,5.0,91.9,Escalated
AGT-009,Arjun Sharma,May-2026,18,5,Inbound,244.0,4.0,75.4,Resolved
AGT-024,James Reddy,April-2026,17,6,Inbound,272.3,2.4,75.4,Resolved
AGT-002,Arjun Sharma,May-2026,14,22,INBOUND,182.4,4.7,82.1,Pending
AGT-024,James Reddy,February-2026,13,4,Inbound,324.2,3.8,89.6,Escalated
AGT-024,James Reddy,April-2026,25,6,Inbound,305.0,4.6,84.8,Resolved
AGT-024,James Reddy,March-2026,13,5,Inbound,347.4,3.7,71.8,Escalated
AGT-021,Ananya Gupta,March-2026,9,10,Inbound,359.0,3.7,91.4,Resolved
AGT-006,Arjun Nair,February-2026,11,18,Inbound,248.7,5.0,100.0,Resolved
AGT-009,Arjun Sharma,February-2026,17,2,Inbound,293.9,3.6,74.8,Resolved
AGT-013,Rahul Wilson,February-2026,9,22,Inbound,233.6,4.0,95.2,Resolved
AGT-021,Ananya Gupta,May-2026,6,12,Inbound,296.0,4.0,82.3,Unresolved
AGT-011,David Chang,June-2026,1,13,Inbound,171.1,4.6,90.9,Resolved
AGT-009,Arjun Sharma,June-2026,22,6,Inbound,349.2,4.7,78.5,Resolved
AGT-004,Priya Nair,May-2026,24,7,Inbound,316.6,5.0,90.3,Resolved
AGT-018,Sarah Iyer,May-2026,7,26,Inbound,224.3,3.5,100.0,Resolved
AGT-014,Priya Iyer,April-2026,11,20,Inbound,307.2,5.0,89.5,Unresolved
AGT-014,Priya Iyer,March-2026,9,19,Inbound,237.0,5.0,100.0,Unresolved
AGT-007,Rahul Iyer,February-2026,8,24,Inbound,338.1,4.4,91.0,Resolved
AGT-005,Rahul Chang,March-2026,12,1,Inbound,242.9,3.9,68.2,Escalated
AGT-007,Rahul Iyer,May-2026,4,27,Inbound,272.3,5.0,95.6,Resolved
AGT-007,Rahul Iyer,April-2026,20,26,Inbound,294.7,4.2,100.0,Resolved
AGT-002,Arjun Sharma,July-2026,7,24,Inbound,230.0,5.0,99.7,Resolved
AGT-006,Arjun Nair,July-2026,19,23,Inbound,238.4,5.0,100.0,Resolved
AGT-003,Sarah Reddy,February-2026,23,22,Inbound,237.7,5.0,,Resolved
AGT-003,Sarah Reddy,February-2026,26,22,Inbound,248.8,5.0,86.1,Escalated
AGT-019,Kavya Gupta,February-2026,22,23,Inbound,244.0,4.6,100.0,Resolved
AGT-007,Rahul Iyer,May-2026,8,27,Inbound,302.3,5.0,100.0,Resolved
AGT-006,Arjun Nair,March-2026,20,19,Inbound,351.4,3.2,100.0,Resolved
AGT-006,Arjun Nair,May-2026,26,21,Inbound,257.4,5.0,88.1,Escalated
AGT-007,Rahul Iyer,July-2026,26,29,Inbound,229.8,4.9,100.0,Resolved
AGT-004,Priya Nair,June-2026,8,8,Inbound,277.5,4.1,74.5,Escalated
AGT-004,Priya Nair,March-2026,10,5,Inbound,310.9,3.0,88.3,Unresolved
AGT-007,Rahul Iyer,May-2026,24,27,Inbound,254.1,4.0,85.5,Resolved
AGT-007,Rahul Iyer,February-2026,22,24,Inbound,190.7,3.1,92.1,Resolved
AGT-004,Priya Nair,May-2026,3,7,Inbound,276.3,4.4,71.8,Resolved
AGT-025,Arjun Reddy,February-2026,24,22,Inbound,258.4,4.9,91.4,Resolved
AGT-002,Arjun Sharma,May-2026,11,22,Inbound,214.3,4.1,85.7,Resolved
AGT-023,Michael Wilson,March-2026,26,18,Inbound,235.1,5.0,94.8,Resolved
AGT-002,Arjun Sharma,February-2026,16,19,Inbound,232.7,4.5,100.0,Resolved
AGT-021,Ananya Gupta,March-2026,22,10,Inbound,292.7,2.9,79.5,Resolved
AGT-021,Ananya Gupta,April-2026,4,11,Inbound,253.6,3.9,75.9,Pending
AGT-023,Michael Wilson,February-2026,6,17,Inbound,252.2,4.2,96.8,Resolved
AGT-002,Arjun Sharma,February-2026,18,19,Inbound,355.5,5.0,91.2,Unresolved
AGT-011,David Chang,March-2026,25,10,Inbound,298.6,5.0,,Escalated
AGT-023,Michael Wilson,May-2026,6,20,Inbound,249.2,5.0,99.4,Resolved
AGT-009,Arjun Sharma,February-2026,11,2,Inbound,343.0,3.4,64.7,Unresolved
AGT-015,Arjun Nair,June-2026,15,13,Inbound,200.8,4.4,80.5,Resolved
AGT-021,Ananya Gupta,June-2026,2,13,Inbound,246.0,3.4,82.4,Resolved
AGT-007,Rahul Iyer,April-2026,9,26,Inbound,298.3,4.7,87.9,Escalated
AGT-013,Rahul Wilson,February-2026,7,22,Inbound,224.3,5.0,92.8,Resolved
AGT-003,Sarah Reddy,April-2026,7,24,INBOUND,247.8,4.3,100.0,Pending
AGT-010,James Iyer,July-2026,25,11,Inbound,279.5,4.8,77.3,Resolved
AGT-013,Rahul Wilson,March-2026,2,23,INBOUND,203.0,3.7,96.2,Resolved
AGT-006,Arjun Nair,June-2026,9,22,Inbound,152.8,3.4,92.3,Resolved
AGT-020,Rahul Sharma,May-2026,14,12,Inbound,290.8,5.0,90.0,Resolved
AGT-013,Rahul Wilson,April-2026,9,24,Inbound,222.2,4.8,96.1,Resolved
AGT-020,Rahul Sharma,April-2026,7,11,Inbound,232.7,3.7,84.3,Resolved
AGT-002,Arjun Sharma,July-2026,23,24,Inbound,184.4,4.8,98.2,Resolved
AGT-023,Michael Wilson,May-2026,9,20,Inbound,290.6,4.7,100.0,Resolved
AGT-024,James Reddy,June-2026,25,8,Inbound,306.9,3.5,79.4,Resolved
AGT-006,Arjun Nair,June-2026,24,22,Inbound,248.2,3.9,85.3,Resolved
AGT-004,Priya Nair,March-2026,16,5,Inbound,304.2,3.2,75.9,Resolved
AGT-018,Sarah Iyer,February-2026,22,23,Inbound,228.2,4.4,95.6,Resolved
AGT-004,Priya Nair,May-2026,11,7,INBOUND,352.6,4.4,66.9,Unresolved
AGT-016,Ananya Verma,May-2026,7,20,Inbound,218.0,3.8,95.7,Resolved
AGT-025, Arjun Reddy ,February-2026,17,22,Inbound,255.0,4.4,97.2,Resolved
AGT-010,James Iyer,May-2026,9,9,Inbound,270.4,3.3,75.0,Resolved
AGT-015,Arjun Nair,April-2026,13,11,Inbound,305.0,4.2,77.4,Resolved
AGT-005,Rahul Chang,February-2026,15,0,Inbound,342.9,3.3,57.2,Resolved
AGT-017,Neha Sharma,April-2026,23,2,Inbound,247.6,2.5,64.4,Escalated
AGT-025,Arjun Reddy,June-2026,12,26,Inbound,246.9,5.0,73.1,Resolved
AGT-017,Neha Sharma,February-2026,16,0,Inbound,361.7,3.0,50.8,Resolved
AGT-006,Arjun Nair,February-2026,24,18,Inbound,221.2,5.0,88.8,Resolved
AGT-010,James Iyer,July-2026,18,11,Inbound,268.4,3.5,71.3,Unresolved
AGT-008,Kavya Gupta,April-2026,26,10,Inbound,301.9,,82.3,Pending
AGT-017,Neha Sharma,April-2026,24,2,Inbound,326.6,3.6,64.1,Pending
AGT-014,Priya Iyer,June-2026,9,22,Inbound,276.6,4.1,86.5,Resolved
AGT-003,Sarah Reddy,July-2026,22,27,Inbound,250.3,4.7,87.5,Escalated
AGT-010,James Iyer,February-2026,23,6,Inbound,240.5,3.2,81.2,Resolved
AGT-008,Kavya Gupta,June-2026,7,12,Inbound,243.5,4.6,73.8,Resolved
AGT-020,Rahul Sharma,May-2026,7,12,Inbound,280.4,4.8,,Resolved
AGT-016,Ananya Verma,June-2026,4,21,Inbound,154.8,3.3,100.0,Escalated
AGT-023,Michael Wilson,February-2026,8,17,INBOUND,209.9,5.0,83.9,Resolved
AGT-005,Rahul Chang,July-2026,9,5,Inbound,371.3,4.4,85.1,Escalated
AGT-018,Sarah Iyer,June-2026,4,27,Inbound,302.2,4.6,90.9,Resolved
AGT-001, Arjun Jenkins ,May-2026,3,19,Inbound,197.3,5.0,77.8,Resolved
AGT-002,Arjun Sharma,February-2026,15,19,Inbound,260.5,3.7,94.7,Resolved
AGT-024,James Reddy,February-2026,16,4,Inbound,262.0,3.3,55.8,Resolved
AGT-006,Arjun Nair,May-2026,2,21,Inbound,237.1,5.0,88.1,Pending
AGT-019,Kavya Gupta,May-2026,15,26,Inbound,212.4,4.1,,Resolved
AGT-008, Kavya Gupta ,May-2026,10,11,Inbound,272.3,3.7,81.7,Escalated
AGT-021,Ananya Gupta,June-2026,12,13,Inbound,267.9,4.1,92.6,Pending
AGT-010,James Iyer,June-2026,14,10,Inbound,305.4,4.2,85.6,Resolved
AGT-022,Michael Iyer,April-2026,3,21,Inbound,327.0,4.3,89.6,Escalated
AGT-020,Rahul Sharma,May-2026,2,12,Inbound,209.3,4.7,91.3,Resolved
AGT-011,David Chang,May-2026,8,12,Inbound,279.6,3.3,74.3,Resolved
AGT-021,Ananya Gupta,May-2026,25,12,Inbound,316.8,3.2,76.7,Escalated
AGT-006,Arjun Nair,February-2026,20,18,Inbound,247.3,5.0,93.9,Resolved
AGT-003,Sarah Reddy,June-2026,24,26,Inbound,242.6,5.0,100.0,Resolved
AGT-019,Kavya Gupta,February-2026,10,23,Inbound,221.4,5.0,77.0,Unresolved
AGT-009,Arjun Sharma,June-2026,8,6,Inbound,352.0,2.2,88.0,Escalated
AGT-003,Sarah Reddy,April-2026,16,24,Inbound,245.9,4.7,83.6,Resolved
AGT-007,Rahul Iyer,April-2026,17,26,Inbound,234.3,4.5,,Resolved
AGT-025,Arjun Reddy,July-2026,5,27,Inbound,265.1,5.0,92.5,Resolved
AGT-014,Priya Iyer,July-2026,19,23,Inbound,364.5,5.0,96.8,Resolved
AGT-021,Ananya Gupta,July-2026,2,14,INBOUND,252.1,3.6,87.2,Resolved
AGT-019,Kavya Gupta,February-2026,19,23,Inbound,196.6,4.8,83.1,Resolved
AGT-018,Sarah Iyer,April-2026,12,25,Inbound,267.1,3.4,97.4,Escalated
AGT-003,Sarah Reddy,April-2026,11,24,Inbound,260.5,3.3,88.9,Resolved
AGT-020,Rahul Sharma,April-2026,13,11,Inbound,272.0,5.0,87.6,Unresolved
AGT-024,James Reddy,May-2026,2,7,Inbound,279.2,4.2,81.4,Unresolved
AGT-009,Arjun Sharma,March-2026,26,3,Inbound,281.8,3.0,62.0,Pending
AGT-005,Rahul Chang,May-2026,25,3,INBOUND,282.1,1.9,55.2,Escalated
AGT-005,Rahul Chang,May-2026,14,3,Inbound,244.3,3.2,63.1,Resolved
AGT-002,Arjun Sharma,April-2026,26,21,INBOUND,279.7,4.2,90.2,Resolved
AGT-025,Arjun Reddy,July-2026,8,27,Inbound,173.3,5.0,,Resolved
AGT-021,Ananya Gupta,March-2026,6,10,Inbound,289.2,4.5,68.9,Resolved
AGT-023, Michael Wilson ,May-2026,5,20,Inbound,375.2,4.4,80.4,Resolved
AGT-003,Sarah Reddy,May-2026,2,25,Inbound,266.6,5.0,83.1,Resolved
AGT-025,Arjun Reddy,July-2026,1,27,Inbound,186.5,5.0,89.9,Resolved
AGT-018, Sarah Iyer ,July-2026,22,28,Inbound,226.6,4.0,87.8,Resolved
AGT-008,Kavya Gupta,February-2026,5,8,Inbound,273.6,2.8,85.1,Resolved
AGT-005,Rahul Chang,February-2026,9,0,Inbound,348.1,3.5,68.9,Unresolved
AGT-013,Rahul Wilson,June-2026,4,26,Inbound,238.8,4.2,85.1,Resolved
